date,ticker,ret
2024-04-15,LGVC,-0.30123507892578905
2024-04-25,COMM,-0.3017557163131823
2024-06-03,CAMP_old,-0.694516232108187
2024-06-03,CAMPQ,-0.6940620015685208
2024-07-03,MPLN,-0.3167469545644377
2024-07-17,ATUS,-0.3024541455626969
2024-08-07,ODP,-0.3746163880683747
2024-09-06,IRBTQ,-0.3184931924421095
2024-09-06,IRBT,-0.3184931924421095
2025-01-10,MODV,-0.5406162419153895
2025-02-07,ODP,-0.30890758097672666
2025-03-12,IRBTQ,-0.5406606738316325
2025-03-12,IRBT,-0.5406673743704563
2025-04-08,WOLF_old2,-0.322572870375865
2025-05-23,SNCR,-0.30107528315153875
2025-11-05,OMI,-0.3116816730720804
2025-11-06,IRBTQ,-0.36488573421418224
2025-11-06,IRBT,-0.36488573421418224
