date,ticker,price,entry_price
2020-08-17,PRTY,2.22,1.2899999618530273
2020-08-17,BRSFD,161.5,85.0
2020-08-18,TFFP,332.0,144.45007995333575
2020-09-09,QSAMD,17.0,10.300000190734863
2020-09-14,AMRK,12.7235,5.630417926749369
2020-09-15,BFGCD,1.32,0.7020947261596341
2020-09-17,ROAG,0.05,0.016036373040949348
2020-09-17,FPFID,0.05,0.016036373040949348
2020-09-23,GRPXD,37.5,26.250000000000018
2020-09-29,SGMS,34.96,18.239999771118164
2020-09-29,LNW,34.96,18.239999771118164
2020-10-06,HIBB,43.5799,22.759199142456055
2020-10-06,TCSGQ,135.0,64.18564368687119
2020-10-06,TCS,135.0,64.18564368687119
2020-10-06,REVG,6.7182,3.311500072479248
2020-10-07,KRA,23.22,10.261197907894926
2020-10-16,DPSMD,3.0748,1.6498999595642094
2020-10-26,EWLUD,3.15,1.5
2020-11-17,RYI,9.5359,4.430600166320801
2020-11-24,MHLD,2.3,1.2000000476837158
2020-11-25,DNJR,7.27,3.1447868862869712
2020-11-30,GBIO,482.2,212.05691218256322
2020-12-01,BCOV,16.57,7.800000190734863
2020-12-04,KIRK,17.53,8.670000076293945
2020-12-07,HZN,8.91,4.110000133514404
2020-12-07,INBX_old,35.39,18.0
2020-12-16,PETVD,13.2,6.061410079521344
2020-12-22,ABMLD,19.8,3.825000047683716
2020-12-23,DNMRQ,908.4,393.2323937664153
2020-12-23,DNMR,908.4,393.2323937664153
2020-12-23,VLDRW,11.11,4.962955461891843
2020-12-23,LOAK,17.0325,7.373107287453034
2020-12-31,CDAK,32.3,13.010000228881836
2021-01-05,GATO,14.46,6.759675049427517
2021-01-06,CDMO,13.28,6.305416424655251
2021-01-08,NINK,0.5,0.44999998807907104
2021-01-11,FPVD,0.0054,0.002199999988079071
2021-01-14,NGA,32.75,14.0
2021-01-20,LAAC,8.9524,5.1958529428439615
2021-01-25,MAGAA,3.97,1.9111118872155166
2021-01-25,CCIV,24.95,10.027866131451574
2021-01-26,EXPRQ,60.8,30.799999237060547
2021-01-26,BRBLD,67.4967,31.49850082397461
2021-01-26,DCRBW,3.485,1.8606524435063407
2021-01-28,RADCQ,27.12,12.699999809265137
2021-01-29,BRPA,587.4,258.7221945869811
2021-01-29,NRXPW,12.83,4.935053298760286
2021-02-01,TONJ,13.1,3.6913562816494636
2021-02-01,GTHX,27.1,11.550000190734863
2021-02-08,FVTID,35.4,38.0
2021-02-09,NR,2.9,1.51097843623374
2021-02-09,NGACW,4.0,1.556606956636807
2021-02-09,ARYA,19.3,10.88383800210002
2021-02-09,AVYA,29.17,12.825529296341195
2021-02-09,RWBYF,1.42,0.6055849308963706
2021-02-09,KAVLD,3.25,1.215768793309338
2021-02-09,AVYAQ,29.17,12.825529296341195
2021-02-09,CMLS,10.34,5.000700373171927
2021-02-09,ASTID,0.0655,0.018608188547278685
2021-02-10,TGH,19.5922,10.013141678615213
2021-02-10,SRACW,10.95,5.370675105501285
2021-02-11,RNET,10.89,5.420211314406911
2021-02-17,JP,3.66,1.8376983376874367
2021-02-18,GHVIU,21.01,10.600000381469727
2021-02-18,JRJC,14.85,7.989999771118164
2021-02-18,JRJCY,14.85,7.989999771118164
2021-02-22,IMCNF,7.9355,7.962063945082134
2021-02-22,FRFRD,74.0,31.76464653901719
2021-02-22,CAI_old,46.4304,21.142035895240213
2021-02-23,RSVAW,8.38,4.036537187539976
2021-02-26,PAND,60.2,18.6353343910911
2021-03-01,EWLUD,7.5,2.25
2021-03-02,VACQW,3.26,1.5310454607350215
2021-03-02,IIN,26.49,12.140000343322754
2021-03-08,BTEGF,1.15,0.5419066988615434
2021-03-10,NTP,12.07,5.912042887615543
2021-03-11,PTSI,15.6,7.768671520915856
2021-03-11,SWM,46.0285,22.47071498267147
2021-03-12,GEHI,67.9299,27.347656725447802
2021-03-15,GTS,28.33,14.100000381469727
2021-03-16,TAST,6.5917,3.382174102786977
2021-03-16,HOME,29.18,15.21310857547772
2021-03-29,ALTA,41.2683,20.807903465283832
2021-04-06,PFBI,18.6656,9.195199966430664
2021-04-07,CONN,21.08,11.160090753635007
2021-04-08,SGH,28.07,13.275674907986676
2021-04-15,SUICD,58.5,31.73651290889933
2021-04-28,SMED,16.01,7.998314692155906
2021-04-28,FCBP,31.2217,13.41360851862418
2021-05-03,GDEN,27.1866,13.64900016784668
2021-05-04,DTRCD,2.96,1.458125639800312
2021-05-04,GOGL_old,5.1933,2.6366498475335205
2021-05-10,MRC,11.53,5.690000057220459
2021-05-17,VSTO,37.78,18.527825179130122
2021-05-18,ERF,5.9978,2.963687571458307
2021-05-19,MOXC,12.8,6.068394739126474
2021-05-20,GRMMD,5.0,6.763063711461524
2021-05-25,AGS,9.95,4.920000076293945
2021-06-02,DNRRW,33.62,16.0
2021-06-03,SLCT,16.97,7.746154099893709
2021-06-08,SRLP,23.6307,11.861486877551902
2021-06-15,DNRWW,43.0,21.0
2021-06-16,PWVI,2.41,0.953145421292585
2021-06-18,LCYAW,2.63,1.350000023841858
2021-06-25,AMEH,56.5,29.690000534057617
2021-06-29,IKNX,21.2,9.803255456938249
2021-06-30,RSVAU,27.8,13.350000381469727
2021-07-06,OASPW,24.0,12.483265165313584
2021-07-07,MRIN,115.44,67.95135780484839
2021-07-08,VWTR,14.03,6.864454577595629
2021-07-12,SGOC,20.0,2.5210766418673285
2021-08-06,IMPL,22.4,9.043919989234098
2021-08-11,STLHF,7.96,4.129000186920166
2021-08-27,SPRT,26.33,8.020000457763672
2021-09-02,JAX,13.93,6.96655197246316
2021-09-13,ECHO_old,47.9,18.7769421931347
2021-09-15,GWSND,22.4,36.47999954223633
2021-09-20,CBLEQ,1.55,0.800000011920929
2021-09-30,TKLSD,1.5,1.1200000047683716
2021-10-25,HEES,42.6782,20.89937139646253
2021-11-05,GCEHQ,7.545,3.424016279298298
2021-11-08,HBP,8.06,4.01790805741048
2021-11-09,RXDX,38.0,18.260000228881836
2021-11-16,MKTY,393.75,189.42113108925201
2021-12-09,SPLP,38.5,19.655312166301872
2022-02-17,APTS,25.5224,12.369199752807617
2022-02-24,OBELF,8.65,4.196969721356539
2022-03-17,CXKJ,0.105,0.0494999997317791
2022-04-04,MN,12.6009,6.153718342126149
2022-05-17,AOIXD,5.01,2.5
2022-05-17,AOIX,5.01,2.5
2022-06-22,FLJ,77.64,32.85430869288507
2022-07-12,AVDL,4.7,2.440000057220459
2022-08-05,CCXI_old,50.52,24.90027569840757
2022-08-15,CINC,35.94,17.540000915527344
2022-10-13,VIGL,15.26,6.78683155624613
2022-12-14,ACLX,33.0,14.877963347962632
2023-01-11,CVAC,12.5,6.1965044687633135
2023-02-10,MHUA,1625.0,830.3466289925045
2023-02-27,TEN_old,22.9201,10.285947849199559
2023-04-19,AAMC,51.1353,22.399999618530273
2023-05-02,LEJU,5.52,1.365806131302872
2023-05-05,TAST,4.1494,2.1624297268528268
2023-05-16,NGMS,27.16,12.39846787086438
2023-06-08,CHUY,41.7,20.161922817105573
2023-07-31,CRCQW,18.1,8.5
2023-08-08,TRHC,10.24,4.449999809265137
2023-08-31,ARCH_old,2.1181,0.8684999942779541
2023-12-15,PGTI,36.09,17.520000457763672
2023-12-27,RYZB,61.74,22.38399444133828
2024-01-02,INBX_old,38.04,18.350000381469727
2024-01-26,OSG_old,5.9,2.9117675739184015
2024-01-31,WSCO,1.3028,0.3499999940395355
2024-03-11,GBIO,32.0,16.5
2024-07-11,GATO,13.74,6.416392234533058
2025-02-14,CTLP,10.67,5.52920157673917
2025-03-24,PHH,10.82,6.289999961853027
2025-04-25,OPOF,38.8803,19.536399841308594
2025-05-28,BROG,4.25,1.5700000524520874
2025-07-18,USARW,4.9793,2.499260555140503
2025-07-22,ZIMV,18.73,9.350000381469727
2025-10-07,USARW,16.677,7.257211145105777
